#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE,READING_STATION_ID
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft,45023
2021,09,10,23,00,90,2.0,2.0,0.2,MM,MM,267,1009.8,19.7,19.1,13.1,MM,-2.1,MM,45023
2021,09,10,22,55,110,2.0,2.0,0.2,MM,MM,271,1009.8,19.6,19.1,13.8,MM,MM,MM,45023
2021,09,10,22,50,90,2.0,2.0,0.2,MM,MM,271,1009.8,19.6,19.1,14.0,MM,MM,MM,45023
2021,09,10,22,45,90,2.0,2.0,0.2,MM,MM,271,1009.9,19.5,19.1,14.4,MM,MM,MM,45023
2021,09,10,22,40,80,2.0,2.0,0.2,MM,MM,271,1010.0,19.6,19.1,14.1,MM,MM,MM,45023
2021,09,10,22,35,100,1.0,1.0,0.2,MM,MM,270,1010.2,19.7,19.1,14.1,MM,MM,MM,45023
2021,09,10,22,30,110,1.0,1.0,0.2,MM,MM,270,1010.3,19.8,19.1,13.8,MM,MM,MM,45023
2021,09,10,22,25,100,1.0,1.0,0.2,MM,MM,270,1010.3,19.5,19.1,14.1,MM,MM,MM,45023
2021,09,10,22,20,100,1.0,1.0,0.2,MM,MM,270,1010.3,19.7,19.1,14.4,MM,MM,MM,45023
2021,09,10,22,15,100,1.0,1.0,0.2,MM,MM,270,1010.4,19.7,19.1,14.1,MM,MM,MM,45023
2021,09,10,22,10,80,1.0,1.0,0.2,MM,MM,270,1010.5,19.8,19.0,14.4,MM,MM,MM,45023
2021,09,10,22,05,MM,0.0,1.0,0.2,MM,MM,270,1010.6,19.6,19.0,14.6,MM,MM,MM,45023
2021,09,10,22,00,110,1.0,1.0,0.2,MM,MM,270,1010.7,19.4,19.0,14.6,MM,-1.8,MM,45023
2021,09,10,21,55,MM,0.0,1.0,0.2,MM,MM,272,1010.8,19.7,19.0,14.1,MM,MM,MM,45023
2021,09,10,21,50,MM,0.0,1.0,0.2,MM,MM,272,1010.8,19.8,19.0,14.0,MM,MM,MM,45023
2021,09,10,21,45,130,1.0,1.0,0.2,MM,MM,272,1010.6,19.7,19.0,13.9,MM,MM,MM,45023
2021,09,10,21,40,170,1.0,1.0,0.2,MM,MM,272,1010.7,19.7,19.0,13.9,MM,MM,MM,45023
